,Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,Year
5,6,Tyrese Maxey,21,PHI,6.0,52.0,500,0.104,75,35.3,17.5,3.2,4.3,0.7,0.4,0.485,0.427,0.866,7.3,0.132,2022
6,7,Miles Bridges,23,CHO,3.0,38.0,500,0.076,80,35.5,20.2,7.0,3.8,0.9,0.8,0.491,0.331,0.802,7.2,0.123,2022
7,8,Anfernee Simons,22,POR,0.0,13.0,500,0.026,57,29.5,17.3,2.6,3.9,0.5,0.1,0.443,0.405,0.888,1.9,0.055,2022
8,9,Robert Williams,24,BOS,0.0,4.0,500,0.008,61,29.6,10.0,9.6,2.0,0.9,2.2,0.736,0.0,0.722,9.9,0.262,2022
9,10,Jaren Jackson Jr.,22,MEM,0.0,3.0,500,0.006,78,27.3,16.3,5.8,1.1,0.9,2.3,0.415,0.319,0.823,5.4,0.121,2022
10,11,Jalen Brunson,25,DAL,0.0,2.0,500,0.004,79,31.9,16.3,3.9,4.8,0.8,0.0,0.502,0.373,0.84,7.5,0.143,2022
11,12,Max Strus,25,MIA,0.0,1.0,500,0.002,68,23.3,10.6,3.0,1.4,0.4,0.2,0.441,0.41,0.792,3.6,0.11,2022
0,1,Lauri Markkanen,25,UTA,69.0,430.0,500,0.86,66,34.4,25.6,8.6,1.9,0.6,0.6,0.499,0.391,0.875,8.2,0.173,2023
1,2,Shai Gilgeous-Alexander,24,OKC,24.0,289.0,500,0.578,68,35.5,31.4,4.8,5.5,1.6,1.0,0.51,0.345,0.905,11.4,0.226,2023
2,3,Jalen Brunson,26,NYK,4.0,91.0,500,0.182,68,35.0,24.0,3.5,6.2,0.9,0.2,0.491,0.416,0.829,8.7,0.175,2023
3,4,Mikal Bridges,26,TOT,1.0,33.0,500,0.066,83,35.7,20.1,4.4,3.3,1.1,0.7,0.468,0.382,0.895,7.5,0.121,2023
4,5,Nic Claxton,23,BRK,0.0,22.0,500,0.044,76,29.9,12.6,9.2,1.9,0.9,2.5,0.705,0.0,0.541,9.2,0.195,2023
5,6,Tyrese Haliburton,22,IND,1.0,16.0,500,0.032,56,33.6,20.7,3.7,10.4,1.6,0.4,0.49,0.4,0.871,7.6,0.195,2023
6,7,Trey Murphy III,22,NOP,1.0,8.0,500,0.016,79,31.0,14.5,3.6,1.4,1.1,0.5,0.484,0.406,0.905,7.6,0.15,2023
7,8T,De'Aaron Fox,25,SAC,0.0,3.0,500,0.006,73,33.4,25.0,4.2,6.1,1.1,0.3,0.512,0.324,0.78,7.4,0.146,2023
8,8T,Kevon Looney,26,GSW,0.0,3.0,500,0.006,82,23.9,7.0,9.3,2.5,0.6,0.6,0.63,0.0,0.606,8.7,0.212,2023
9,10,Austin Reaves,24,LAL,0.0,2.0,500,0.004,64,28.8,13.0,3.0,3.4,0.5,0.3,0.529,0.398,0.864,5.4,0.142,2023
10,11T,Aaron Gordon,27,DEN,0.0,1.0,500,0.002,68,30.2,16.3,6.6,3.0,0.8,0.8,0.564,0.347,0.608,6.8,0.158,2023
11,11T,Jaren Jackson Jr.,23,MEM,0.0,1.0,500,0.002,63,28.4,18.6,6.8,1.0,1.0,3.0,0.506,0.355,0.788,6.6,0.177,2023
12,11T,Malik Monk,24,SAC,0.0,1.0,500,0.002,77,22.3,13.5,2.6,3.9,0.6,0.3,0.448,0.359,0.889,3.2,0.091,2023
